provincia,localidad,nombre,direccion,denominacion_especifica,jurisdiccion _declaratoria,fecha_de_inauguracion,decreto_o_ley,numero_de_decreto_o_ley,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Gral. Julio A.Roca,Recoleta,Sepulcro,Nacional,31/1/1946,Decreto,3039,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Gral. Lucio Mansilla,Recoleta,Sepulcro,Nacional,31/1/1946,Decreto,3039,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Gral. Manuel Belgrano,Iglesia Santo Domingo,Sepulcro,Nacional,31/1/1946,Decreto,3039,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Gral. Manuel Guillermo Pinto,Catedral de Buenos Aires,Sepulcro,Nacional,2/10/1946,Decreto,12806,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Gral. Tomas Guido,Recoleta,Sepulcro,Nacional,31/1/1946,Decreto,3039,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Gral. Wenceslao Paunero,Recoleta,Sepulcro,Nacional,2/10/1946,Decreto,12806,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Gral.Miguel Estanislao Soler,Recoleta,Sepulcro,Nacional,10/12/1945,Decreto,30838,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Guerreros del Paraguay,Recoleta,Sepulcro,Nacional,21/9/1983,Decreto,2464,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Guillermo Rawson,Recoleta,Sepulcro,Nacional,31/1/1946,Decreto,3039,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Hogar de Tránsito Nº 2,Lafinur 2988,Monumento Histórico,Nacional,14/3/2007,Decreto,231,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Hospital del Rey (actual Hospital de Santa Catalina),"Defensa Nº 628 y 646, con acceso por la calle Balcarce 677",Lugar Histórico,Nacional,4/9/1979,Decreto,2186,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Iglesia de la Merced,Reconquista 207,Monumento Histórico,Nacional,21/5/1942,Decreto,120412,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Iglesia de la Santa Cruz,Carlos Calvo 3121,Monumento Histórico,Nacional,11/12/2008,Decreto,2130,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Iglesia de la Santa Cruz - Predio donde se encuentra ubicada,"Carlos Calvo, Gral. Urquiza, Estados Unidios y 24 de Noviembre",Lugar Histórico,Nacional,11/12/2008,Decreto,2130,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Iglesia de las Catalinas. Iglesia de Santa Catalina de Siena,San Martín y Viamonte,Monumento Histórico,Nacional,21/5/1942,Decreto,120412,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Iglesia de San Juan Bautista,"Alsina 824, esquina Piedras",Monumento Histórico,Nacional,21/5/1942,Decreto,120412,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Iglesia de San Miguel,Bartolomé Mitre y Suipacha,Monumento Histórico,Nacional,11/8/1983,Decreto,2088,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Iglesia de Santo Domingo,Av. Belgrano y Defensa,Monumento Histórico,Nacional,21/5/1942,Decreto,120412,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Iglesia Nuestra Señora de Balvanera,"Bartolomé Mitre 2411/31 Circunscripción 11, Sector 9, Manzana 26",Monumento Histórico,Nacional,14/8/1998,Decreto,950,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Iglesia Ortodoxa Rusa de la Santísima Trinidad,Brasil 315,Monumento Histórico Artístico,Nacional,29/12/2000,Decreto,1296,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Iglesia Parroquial de Monserrat,Avenida Belgrano 1151,Monumento Histórico,Nacional,20/10/1978,Decreto,2494,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Iglesia Parroquial de San Juan Evangelista,Olavarría 486,Bien de Interés Histórico,Nacional,29/12/2000,Decreto,1296,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Iglesia Santa Felicitas,Isabel la Católica 520,Monumento Histórico Artístico,Nacional,6/7/2012,Decreto,1113,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Inmueble de la calle Agüero Nº 2024,Agüero 2024,Monumento Histórico,Nacional,3/4/2008,Decreto,562,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Instituto Félix Bernasconi,Catamarca Nº 2085/2089/2095,Monumento Histórico,Nacional,23/6/2009,Decreto,756,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Instituto Nacional Juan Domingo Perón,Austria 2593,Monumento Histórico,Nacional,2/5/2008,Ley,26367,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Instituto Oncológico “Ángel Honorio Roffo” - Pabellón Helena Larroque de Roffo,s/d,Monumento Histórico,Nacional,19/5/2015,Decreto,868,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Instituto Oncológico “Ángel Honorio Roffo” - Predio,Avenidas San Martín. Beiró y Nazca,Lugar Histórico,Nacional,19/5/2015,Decreto,868,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Jardín Botánico ¨Carlos Thays¨,"Av Santa Fé, Av Las Heras, República Árabe Siria",Monumento Histórico,Nacional,3/4/1996,Decreto,366,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Jardín Japonés,Avenida Casares 2966,Bien de Interés Histórico Artístico,Nacional,16/4/2008,Decreto,652,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Jardín Zoológico,"Av. Las Heras, Av. Sarmiento, Av. del Libertador, República de la India",Monumento Histórico,Nacional,16/5/1997,Decreto,437,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Jennie Howard,Cementerio Británico,Sepulcro,Nacional,21/4/2010,Decreto,525,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Jorge Alejandro Newbery,Cementerio de la Chacarita,Sepulcro,Nacional,16/4/2008,Decreto,654,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,José Antonio Terry,Recoleta,Sepulcro,Nacional,4/6/1982,Decreto,1117,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,José Hernández,Recoleta,Sepulcro,Nacional,31/1/1946,Decreto,3039,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,José Manuel de Estrada,Recoleta,Sepulcro,Nacional,2/10/1946,Decreto,12806,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Juan Bautista Alberdi,Recoleta,Sepulcro,Nacional,31/1/1946,Decreto,3039,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Juan Bautista Ambrosetti,Cementerio de la Chacarita,Sepulcro,Nacional,21/4/2010,Decreto,525,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Juan Cruz Varela,Recoleta,Sepulcro,Nacional,31/1/1946,Decreto,3039,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Juan José Castelli,Iglesia de San Ignacio,Sepulcro,Nacional,31/1/1946,Decreto,3039,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Juan José Paso,Recoleta,Sepulcro,Nacional,31/1/1946,Decreto,3039,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Juan María Gutiérrez,Recoleta,Sepulcro,Nacional,31/1/1946,Decreto,3039,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Juan Martín de Pueyrredón,Recoleta,Sepulcro,Nacional,31/1/1946,Decreto,3039,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Juan Pujol,Recoleta,Sepulcro,Nacional,31/1/1946,Decreto,3039,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Juan Ramón González Balcarce,Recoleta,Sepulcro,Nacional,31/1/1946,Decreto,3039,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Legislatura de la Ciudad de Buenos Aires,Av. Pte. Julio A. Roca Nºs 501 a 523,Monumento Histórico,Nacional,26/9/2011,Decreto,1495,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Librería de Avila,"Alsina 500, esquina Bolívar 218",Lugar Histórico,Nacional,30/3/2011,Decreto,383,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Lucio V. López,Recoleta,Sepulcro,Nacional,31/1/1946,Decreto,3039,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Luis Vernet,Recoleta,Sepulcro,Nacional,26/7/1983,Decreto,1867,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Luna Park,Av. Eduardo Madero 412,Monumento Histórico,Nacional,15/2/2007,Decreto,123,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Magnolia (árbol) en el Parque 3 de Febrero,Palermo,Árbol Histórico,Nacional,4/7/1946,Decreto,2232,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Magnolias del Protomedicato (Dos ejemplares de magnolia que se encuentran en la entrada de la Escuela Nº 22),Humberto I 343,Árbol Histórico,Nacional,12/9/1969,Decreto,5241,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Manuel G. Argerich,Chacarita,Sepulcro,Nacional,31/12/1970,Decreto,3395,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Manzana de las Luces,Perú 222/72/94,Lugar Histórico,Nacional,28/9/1981,Decreto,1479,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Marcos Avellaneda,Recoleta,Sepulcro,Nacional,31/1/1946,Decreto,3039,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Marcos Balcarce,Recoleta,Sepulcro,Nacional,11/7/1946,Decreto,2236,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Marcos Paz,Recoleta,Sepulcro,Nacional,15/2/2007,Decreto,125,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,María Sánchez de Mendeville,Recoleta,Sepulcro,Nacional,31/1/1946,Decreto,3039,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Mariano Moreno,Recoleta,Sepulcro,Nacional,31/1/1946,Decreto,3039,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Martín Rodríguez,Recoleta,Sepulcro,Nacional,31/1/1946,Decreto,3039,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Martiniano Leguizamón,Recoleta,Sepulcro,Nacional,8/2/1962,Decreto,1259,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Mausoleo que guarda los restos de Sor María Antonia De Paz y Figueroa,Iglesia de Nuestra Señora de la Piedad,Sepulcro,Nacional,2/10/2014,Decreto,1752,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Mercado de San Telmo,"Bolivar 950/54/58/62/64/66/68/70/74/80/82/86/94/98, Carlos Calvo 455/59/63/67/71/75/79/85/87/91/95/99, Defensa 957/61/63 y Estados Unidos 458/60/64/68/70",Monumento Histórico,Nacional,8/1/2001,Decreto,12,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Miguel de Azcuénaga,Recoleta,Sepulcro,Nacional,31/1/1946,Decreto,3039,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Minnie Amstrong de Ridley,Cementerio Británico,Sepulcro,Nacional,21/4/2010,Decreto,525,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,"Mural ""Ejercicio Plástico"" de David A. Siqueiros",Museo Casa de Gobierno,Bien de Interés Histórico Artístico,Nacional,11/11/2003,Decreto,1045,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo de la Historia del Traje,Chile 832,Monumento Histórico,Nacional,10/10/1990,Decreto,2140,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Nicolás Avellaneda,Recoleta,Sepulcro,Nacional,31/1/1946,Decreto,3039,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Nicolás Rodríguez Peña,Recoleta,Sepulcro,Nacional,31/1/1946,Decreto,3039,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Nunciatura Apostólica,"Avenida Alvear 1605/37, Montevideo 1816, Posadas 1310/20/30",Monumento Histórico,Nacional,16/8/2002,Decreto,1495,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Obispo Manuel Azamor y Ramírez,Catedral de Buenos Aires,Sepulcro,Nacional,11/7/1946,Decreto,2236,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Observatorio Naval Buenos Aires,Av. España 2055,Monumento Histórico,Nacional,15/10/2001,Decreto,1292,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Olegario Andrade,Recoleta,Sepulcro,Nacional,31/1/1946,Decreto,3039,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Pabellón de Investigaciones en Psicofísica y Neurobiología del Hptal. Borda,Avenida Amancio Alcorta 1602,Monumento Histórico,Nacional,15/4/1999,Decreto,349,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,"Pabellón Principal de la Sede Central de la Administración Nacional de Laboratorios e Institutos de Salud ""Dr. Carlos G. Malbrán""",Avenida Velez Sarsfield 563,Monumento Histórico,Nacional,8/1/2001,Decreto,12,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,"Pabellones de equinos, la pista central, el salón de ventas,etc. de la Sociedad Rural Argentina",Avenida Sarmiento,Monumento Histórico,Nacional,24/10/1997,Decreto,1110,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Pacará (árbol) en el Parque Chacabuco,Parque Chacabuco,Árbol Histórico,Nacional,4/7/1946,Decreto,2232,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Palace Hotel,"Calles Leandro N. Alem, Perón y 25 de Mayo",Monumento Histórico,Nacional,18/4/2001,Ley,25426,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Palacio Barolo,Avenida de Mayo 1366/70/80,Monumento Histórico,Nacional,16/5/1997,Decreto,437,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,"Palacio de Aguas Corrientes (Edificio Aguas Argentinas, ex Obras Sanitarias)",Av. Córdoba 1950,Monumento Histórico,Nacional,9/3/1989,Decreto,325,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Palacio de Correos,"Sarmiento, Leandro N. Alem, Corrientes, Bouchard",Monumento Histórico,Nacional,20/3/1997,Decreto,262,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Palacio de Justicia,Talcahuano 550,Monumento Histórico,Nacional,15/4/1999,Decreto,349,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,"Palacio Errázuriz, sede del Museo Nacional de Arte Decorativo, de la Academia Nacional de Bellas Artes y de la Academia Argentina de Letras","Av. del Libertador 1902, Pereyra Lucena 2674, Sanchez de Bustamante 2663",Monumento Histórico Artístico,Nacional,16/5/1997,Decreto,437,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Palacio San Martín (ex Palacio Anchorena),"Basavilbaso 1210, Arenales 761/63/65 y Esmeralda 1235",Monumento Histórico,Nacional,16/5/1997,Decreto,437,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Palacio Sarmiento (Ministerio de Educación),Pasaje Pizzurno 935/953,Monumento Histórico,Nacional,10/1/2006,Decreto,35,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Panteón de la Asociación Española de Socorros Mutuos,Cementerio de la Chacarita,Monumento Histórico,Nacional,21/4/2010,Decreto,525,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Panteón de la Asociación Francesa Filantrópica y de Beneficencia,Cementerio de la Chacarita,Monumento Histórico,Nacional,21/4/2010,Decreto,525,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,"Panteón de la Sociedad de Socorros Mutuos ""San Crispín""",Cementerio de la Chacarita,Monumento Histórico,Nacional,21/4/2010,Decreto,525,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Panteón de la Societé Francaise de Secours Mutuels de Buenos Aires,Cementerio de la Chacarita,Monumento Histórico,Nacional,21/4/2010,Decreto,525,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Panteón de los Padres Salesianos,Cementerio de la Chacarita,Monumento Histórico,Nacional,21/4/2010,Decreto,525,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Panteón del Centro Gallego,Cementerio de la Chacarita,Monumento Histórico,Nacional,21/4/2010,Decreto,525,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Parque de la Memoria,s/d,Lugar Histórico,Nacional,5/8/2014,Decreto,1285,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Parque de la Memoria - Centro de Documentación y Archivo Digital que se encuentra en la Sala PAyS,s/d,Bien de interés histórico,Nacional,5/8/2014,Decreto,1285,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Parque de la Memoria - Conjunto de obras escultóricas que se encuentran emplazadas.,s/d,Bien de interés histórico artístico,Nacional,5/8/2014,Decreto,1285,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Parque de la Memoria - Monumento a las Víctimas del Terrorismo de Estado,s/d,Monumento Histórico,Nacional,5/8/2014,Decreto,1285,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,"Parroquia ""Ntra. Sra. de la Medalla Milagrosa""",Curapaligüe 1185,Bien de Interés Histórico,Nacional,12/1/2009,Ley,26471,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Pedro Alcántara de Somellera,Recoleta,Sepulcro,Nacional,1/8/1951,Decreto,15090,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Pedro Benoit,Recoleta,Sepulcro,Nacional,8/9/1983,Decreto,2317,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Peristilo Cementerio de la Recoleta,s/d,Monumento Histórico,Nacional,30/9/2007,Decreto,1289,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Peristilo del Cementerio de la Chacarita,s/d,Monumento Histórico,Nacional,1/10/2007,Decreto,1289,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Peristilos de los cementerios de Flores,s/d,Monumento Histórico,Nacional,2/10/2007,Decreto,1289,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Pirámide de Mayo,En la Plaza de Mayo,Monumento Histórico,Nacional,21/5/1942,Decreto,120412,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,"Planetario ""Galileo Galilei""",Avenida Sarmiento y Belisario Roldán,Bien de Interés Histórico y Artístico,Nacional,10/1/2007,Ley,26203,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Plaza Coronel Dorrego,Defensa y Humberto I,Lugar Histórico,Nacional,28/9/1978,Decreto,2272,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Plaza de la Memoria,Arroyo 916,Lugar Histórico,Nacional,16/7/2007,Ley,26269,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Plaza de Mayo,"Av. Rivadavia, Balcarce, Bolívar e Hipólito Yrigoyen",Lugar Histórico,Nacional,9/6/1942,Decreto,122096,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,"Plaza del Congreso, Plaza Lorea y Plaza Mariano Moreno","Av. Rivadavia, Av. Entre Ríos, Hipólito Yrigoyen y Luis Sáenz Peña",Lugar Histórico,Nacional,16/5/1997,Decreto,437,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Plaza Jardín de los Maestros,"Entre las calles Marcelo T. De Alvear, Rodríguez Peña, Paraguay y Pje. Pizzurno",Lugar Histórico,Nacional,10/1/2006,Decreto,35,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Plaza Rodríguez Peña,"Entre las calles Marcelo T. De Alvear, Rodríguez Peña, Paraguay y Av. Callao",Lugar Histórico,Nacional,10/1/2006,Decreto,35,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Plaza San Martín,s/d,Lugar Histórico,Nacional,9/6/1942,Decreto,122096,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Plazoleta Petronila Rodríguez,"Entre las calles Paraguay, Rodríguez Peña y Arturo Capdevila",Lugar Histórico,Nacional,10/1/2006,Decreto,35,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Portal de acceso y Capilla del Cementerio Alemán,s/d,Monumento Histórico,Nacional,21/4/2010,Decreto,525,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,"Predio de la Administración Nacional de Laboratorios e Institutos de Salud ""Dr. Carlos G. Malbrán""",Avenida Velez Sarsfield 563,Lugar Histórico,Nacional,8/1/2001,Decreto,12,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Predio del Yacht Club Argentino,Espigón sudeste de Dársena Norte de Puerto Madero con acceso por Av. Intendente Carlos Noel,Lugar Histórico,Nacional,11/6/2001,Decreto,766,,,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Primer Arsenal de Guerra. Casa de Esteban de Luca,s/d,Monumento Histórico,Nacional,21/5/1942,Decreto,120412,,,
